record_type,record_id,label_ko,alias_or_term,concept_ids,concept_labels,grade_domain_unit,relationship_status,recommended_action,confidence,source_ref_count,notes
concept_alias,m1_mis_all_relations_are_functions,모든 두 양의 관계를 함수로 보는 오류,함수 조건 누락; 함수 판별 오류,m1_mis_all_relations_are_functions,모든 두 양의 관계를 함수로 보는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차함수와 그 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_model_tool_solid,모형과 공학 도구로 입체도형 탐구,구체물 탐구; 공학 도구,m1_geo_model_tool_solid,모형과 공학 도구로 입체도형 탐구,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 입체도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_calc_polynomial_division_quotient_scope_check,몫이 다항식인지 확인하기,다항식 나눗셈 범위 확인; 몫의 다항식 여부 확인,m1_calc_polynomial_division_quotient_scope_check,몫이 다항식인지 확인하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 식의 계산,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_centroid,무게중심,centroid,m1_geo_centroid,무게중심,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 삼각형과 사각형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_centroid_two_to_one_ratio,무게중심은 중선을 2:1로 나눔,무게중심의 2:1 성질,m1_geo_centroid_two_to_one_ratio,무게중심은 중선을 2:1로 나눔,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 도형의 닮음,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_irrational_number,무리수,irrational number,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3) > 수와 연산 > 제곱근과 실수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,5,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_infinite_decimal,무한소수,non-terminating decimal; infinite decimal,m1_num_infinite_decimal,무한소수,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_irrational_decimal,무한소수와 무리수를 같은 말로 보는 오류,무한소수-무리수 혼동,m1_mis_irrational_decimal,무한소수와 무리수를 같은 말로 보는 오류,중3(교육과정 학년군: 중1-3) > 수와 연산 > 제곱근과 실수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_letter,문자,문자 기호; letter,m1_expr_letter,문자,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_letter_quantity,문자가 나타내는 수량 정하기,문자가 나타내는 양 정하기; 문자 정하기,m1_expr_letter_quantity,문자가 나타내는 수량 정하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_literal_expression,문자를 사용한 식,문자식; 문자와 식,m1_expr_literal_expression,문자를 사용한 식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_usefulness,문자를 사용한 식의 유용성,문자식의 유용성; 문자의 유용성,m1_expr_usefulness,문자를 사용한 식의 유용성,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_letter_as_label_only,문자를 이름표로만 해석하는 오류,문자 의미 혼동; 문자-일상 언어 혼동,m1_mis_letter_as_label_only,문자를 이름표로만 해석하는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_expr_unit,문자의 사용과 식,문자와 식; 문자식,m1_expr_unit,문자의 사용과 식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 문자의 사용과 식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_choose_unknown_from_context,문제 상황에서 미지수 정하기,구하려는 값을 미지수로 놓기; 미지수 설정,m1_eq_choose_unknown_from_context,문제 상황에서 미지수 정하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_choose_unknown_from_context,문제 상황에서 미지수 정하기,부등식 활용에서 미지수 정하기; choose an unknown in an inequality context,m1_ineq_choose_unknown_from_context,문제 상황에서 미지수 정하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_quad_eq_set_up_from_context,문제 상황을 이차방정식으로 나타내기,이차방정식 세우기; 상황을 이차방정식으로 나타내기,m1_quad_eq_set_up_from_context,문제 상황을 이차방정식으로 나타내기,중3(교육과정 학년군: 중1-3) > 변화와 관계 > 이차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_translate_condition,문제 조건을 부등식으로 옮기기,크기 관계를 부등식으로 나타내기,m1_ineq_translate_condition,문제 조건을 부등식으로 옮기기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_unknown,미지수,unknown,m1_eq_unknown,미지수,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_system_two_variable_linear_equation,미지수가 2개인 일차방정식,two-variable linear equation,m1_system_two_variable_linear_equation,미지수가 2개인 일차방정식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 연립일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_func_two_variable_equation_solution_set_graph,미지수가 2개인 일차방정식 해 전체의 그래프,해의 집합으로서의 그래프; solution-set graph,m1_func_two_variable_equation_solution_set_graph,미지수가 2개인 일차방정식 해 전체의 그래프,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차함수와 일차방정식의 관계,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_func_two_variable_equation_solution_pair,미지수가 2개인 일차방정식 해의 순서쌍,두 변수 일차방정식 해의 순서쌍,m1_func_two_variable_equation_solution_pair,미지수가 2개인 일차방정식 해의 순서쌍,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차함수와 일차방정식의 관계,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_func_two_variable_linear_equation_graph,미지수가 2개인 일차방정식의 그래프,두 변수 일차방정식의 그래프; linear equation graph,m1_func_two_variable_linear_equation_graph,미지수가 2개인 일차방정식의 그래프,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차함수와 일차방정식의 관계,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_func_two_variable_equation_as_graph,미지수가 2개인 일차방정식의 해를 그래프로 나타내기,일차방정식의 해의 그래프,m1_func_two_variable_equation_as_graph,미지수가 2개인 일차방정식의 해를 그래프로 나타내기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차함수와 일차방정식의 관계,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_isolate_unknown,미지수를 한쪽으로 모으기,미지수 항 정리; 부등식에서 미지수 정리,m1_ineq_isolate_unknown,미지수를 한쪽으로 모으기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_collect_unknown_terms,미지수항 모으기,문자가 있는 항 모으기,m1_eq_collect_unknown_terms,미지수항 모으기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_calc_base,밑,base,m1_calc_base,밑,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 식의 계산,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_exponent_base,밑이 다른 거듭제곱에 지수법칙을 잘못 적용하는 오류,지수법칙 적용 조건 오류; 밑 혼동,m1_mis_exponent_base,밑이 다른 거듭제곱에 지수법칙을 잘못 적용하는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 식의 계산,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_prop_inverse_proportion,반비례,inverse proportion; 반비례 관계,m1_prop_inverse_proportion,반비례,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_semicircle_arc,반원,semicircle,m1_geo_semicircle_arc,반원,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_semicircle_inscribed_angle_right,반원에 대한 원주각은 직각,반원의 원주각,m1_geo_semicircle_inscribed_angle_right,반원에 대한 원주각은 직각,중3(교육과정 학년군: 중1-3) > 도형과 측정 > 원의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_ray,반직선,ray,m1_geo_ray,반직선,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 기본 도형,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_equation,방정식,equation,m1_eq_equation,방정식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_equation_identity_distinction,방정식과 항등식 구별하기,방정식·항등식 구별; 항등식과 방정식 구별,m1_eq_equation_identity_distinction,방정식과 항등식 구별하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_eq_multiple_solving_methods,방정식의 여러 풀이 방법,다양한 방정식 풀이 방법,m1_eq_multiple_solving_methods,방정식의 여러 풀이 방법,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차방정식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_multiple,배수,multiple,m1_num_multiple,배수,중1(교육과정 학년군: 중1-3) > 수와 연산 > 소인수분해,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_pythagorean_square_on_side,변 위의 정사각형,각 변 위의 정사각형; square on a side,m1_geo_pythagorean_square_on_side,변 위의 정사각형,중2(교육과정 학년군: 중1-3) > 도형과 측정 > 피타고라스 정리,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_data_variable,변량,variable in statistics,m1_data_variable,변량,중1(교육과정 학년군: 중1-3) > 자료와 가능성 > 자료와 가능성,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_term_variable,변수,variable,m1_term_variable,변수,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,5,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_graph_change_state,변화 상태,변화의 상태; 두 양의 변화,m1_graph_change_state,변화 상태,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 좌표평면과 그래프,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_permutation_combination_scope,복잡한 순열·조합 문항을 중학교 경우의 수 범위에 포함하는 범위 오판,순열조합 범위 혼동,m1_mis_permutation_combination_scope,복잡한 순열·조합 문항을 중학교 경우의 수 범위에 포함하는 범위 오판,중2(교육과정 학년군: 중1-3) > 자료와 가능성 > 경우의 수와 확률,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_convex_polygon_scope,볼록다각형 범위,볼록한 다각형,m1_geo_convex_polygon_scope,볼록다각형 범위,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_convex_polyhedron_scope,볼록한 다면체 범위,볼록 다면체; 다면체의 볼록 범위,m1_geo_convex_polyhedron_scope,볼록한 다면체 범위,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 입체도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_inequality,부등식,inequality,m1_ineq_inequality,부등식,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_add_sub_same_number_property,부등식 양변에 같은 수 더하기·빼기,같은 수를 더하거나 빼는 부등식의 성질,m1_ineq_add_sub_same_number_property,부등식 양변에 같은 수 더하기·빼기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_multiply_divide_positive_property,부등식 양변에 양수를 곱하거나 나누기,양수 곱나눔의 부등식 성질,m1_ineq_multiply_divide_positive_property,부등식 양변에 양수를 곱하거나 나누기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_multiply_divide_negative_reverses_sign,부등식 양변에 음수를 곱하거나 나눌 때 부등호 방향 바꾸기,음수 곱나눔의 부등호 방향 전환,m1_ineq_multiply_divide_negative_reverses_sign,부등식 양변에 음수를 곱하거나 나눌 때 부등호 방향 바꾸기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_boundary_value,부등식 해의 경계값,경계값; boundary value,m1_ineq_boundary_value,부등식 해의 경계값,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_ineq_endpoint_inclusion,부등식 해의 끝점 포함 여부를 잘못 표시하는 오류,끝점 포함 오류; 속이 빈 점과 채워진 점 혼동,m1_mis_ineq_endpoint_inclusion,부등식 해의 끝점 포함 여부를 잘못 표시하는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_endpoint_inclusion_representation,부등식 해의 끝점 포함 표시,끝점 포함 여부; 속이 빈 점과 채워진 점,m1_ineq_endpoint_inclusion_representation,부등식 해의 끝점 포함 표시,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_solution_range,부등식 해의 범위,해의 범위; 해집합; solution range,m1_ineq_solution_range,부등식 해의 범위,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_number_line_solution_representation,부등식 해의 수직선 표현,수직선에 해 나타내기; number-line representation of an inequality solution,m1_ineq_number_line_solution_representation,부등식 해의 수직선 표현,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_solution_check,부등식 해의 확인,부등식 해 확인; 부등식 해의 상황 적합성 확인,m1_ineq_solution_check,부등식 해의 확인,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_equivalent_transformation,부등식의 동치 변형,해가 같은 부등식으로 변형하기,m1_ineq_equivalent_transformation,부등식의 동치 변형,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_properties,부등식의 성질,inequality properties,m1_ineq_properties,부등식의 성질,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_solution,부등식의 해,inequality solution,m1_ineq_solution,부등식의 해,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_interpret_solution_context,부등식의 해를 문제 상황에 맞게 해석하기,부등식 해의 상황 해석,m1_ineq_interpret_solution_context,부등식의 해를 문제 상황에 맞게 해석하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_ineq_solution_single_value,부등식의 해를 한 값으로만 이해하는 오류,부등식 해 범위 혼동; 부등식 해와 방정식 해 혼동,m1_mis_ineq_solution_single_value,부등식의 해를 한 값으로만 이해하는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_judge_solution,부등식의 해인지 판단하기,부등식 해 판별; judge whether a value satisfies an inequality,m1_ineq_judge_solution,부등식의 해인지 판단하기,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_inequality_sign,부등호,inequality sign; <; >; ≤; ≥,m1_ineq_inequality_sign,부등호,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_ineq_sign_reversal_overgeneralization,부등호 방향을 항상 바꾸는 오류,부등호 방향 전환 과잉 일반화,m1_mis_ineq_sign_reversal_overgeneralization,부등호 방향을 항상 바꾸는 오류,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_ineq_inequality_sign_direction,부등호의 방향,부등호 방향; inequality direction,m1_ineq_inequality_sign_direction,부등호의 방향,중1(교육과정 학년군: 중1-3) > 변화와 관계 > 일차부등식,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_sector,부채꼴,sector,m1_geo_sector,부채꼴,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_sector_area_calculation,부채꼴의 넓이 구하기,부채꼴 넓이 구하기,m1_geo_sector_area_calculation,부채꼴의 넓이 구하기,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_sector_central_angle_arc_relation,부채꼴의 중심각과 호의 관계,중심각과 호의 관계,m1_geo_sector_central_angle_arc_relation,부채꼴의 중심각과 호의 관계,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_sector_arc_length_calculation,부채꼴의 호의 길이 구하기,호의 길이 구하기; 부채꼴 호의 길이,m1_geo_sector_arc_length_calculation,부채꼴의 호의 길이 구하기,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_sector_arc_length_area,부채꼴의 호의 길이와 넓이 구하기,부채꼴 길이와 넓이,m1_geo_sector_arc_length_area,부채꼴의 호의 길이와 넓이 구하기,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 평면도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_geo_volume,부피,volume,m1_geo_volume,부피,중1(교육과정 학년군: 중1-3) > 도형과 측정 > 입체도형의 성질,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_same_sign_addition,부호가 같은 수의 덧셈,같은 부호의 두 수 더하기,m1_num_same_sign_addition,부호가 같은 수의 덧셈,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_different_sign_addition,부호가 다른 수의 덧셈,다른 부호의 두 수 더하기,m1_num_different_sign_addition,부호가 다른 수의 덧셈,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,3,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_sign_operation,부호와 연산 기호를 혼동하는 오류,양·음의 부호와 덧셈·뺄셈 기호 혼동,m1_mis_sign_operation,부호와 연산 기호를 혼동하는 오류,중1(교육과정 학년군: 중1-3) > 수와 연산 > 정수와 유리수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,2,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_num_denominator_power_of_ten_conversion,분모를 10의 거듭제곱으로 만들기,make denominator a power of ten,m1_num_denominator_power_of_ten_conversion,분모를 10의 거듭제곱으로 만들기,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,4,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
concept_alias,m1_mis_denominator_condition_2_5,분모의 소인수 2와 5 조건을 반대로 적용하는 오류,2와 5 조건 혼동,m1_mis_denominator_condition_2_5,분모의 소인수 2와 5 조건을 반대로 적용하는 오류,중2(교육과정 학년군: 중1-3) > 수와 연산 > 유리수와 순환소수,alias_on_concept,preserve_alias_and_check_textbook_wording,high,1,Aliases are stored on the concept node; add an equivalent_to edge only when sources treat two separate concepts as interchangeable.
