legacy_record_type,legacy_id,legacy_label_ko,legacy_grade,legacy_domain,legacy_unit,coverage_status,matched_concept_ids,matched_concept_labels,candidate_action,confidence,source_note,notes
achievement_concept_tag,achievement:9수02-18:함수,함수,중1-3,변화와 관계,9수02-18,covered_by_label,m1_func_function,함수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-19:곱셈,곱셈,중1-3,변화와 관계,9수02-19,covered_by_label,m1_num_multiplication,곱셈,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-19:다항식,다항식,중1-3,변화와 관계,9수02-19,covered_by_label,m1_expr_polynomial,다항식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-19:방정식,방정식,중1-3,변화와 관계,9수02-19,covered_by_label,m1_eq_equation,방정식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-19:인수분해,인수분해,중1-3,변화와 관계,9수02-19,covered_by_label,m1_factor_factorization,인수분해,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-20:그래프,그래프,중1-3,변화와 관계,9수02-20,covered_by_label,m1_graph_graph,그래프,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-20:방정식,방정식,중1-3,변화와 관계,9수02-20,covered_by_label,m1_eq_equation,방정식,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-20:함수,함수,중1-3,변화와 관계,9수02-20,covered_by_label,m1_func_function,함수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-21:함수,함수,중1-3,변화와 관계,9수02-21,covered_by_label,m1_func_function,함수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-22:그래프,그래프,중1-3,변화와 관계,9수02-22,covered_by_label,m1_graph_graph,그래프,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수02-22:함수,함수,중1-3,변화와 관계,9수02-22,covered_by_label,m1_func_function,함수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 41; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-02:합동,합동,중1-3,도형과 측정,9수03-02,covered_by_label,m1_geo_congruence,합동,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 43; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-03:삼각형,삼각형,중1-3,도형과 측정,9수03-03,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 43; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-04:도형,도형,중1-3,도형과 측정,9수03-04,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 43; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-04:삼각형,삼각형,중1-3,도형과 측정,9수03-04,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 43; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-04:합동,합동,중1-3,도형과 측정,9수03-04,covered_by_label,m1_geo_congruence,합동,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 43; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-06:길이,길이,중1-3,도형과 측정,9수03-06,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-06:넓이,넓이,중1-3,도형과 측정,9수03-06,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-06:도형,도형,중1-3,도형과 측정,9수03-06,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-08:넓이,넓이,중1-3,도형과 측정,9수03-08,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-08:도형,도형,중1-3,도형과 측정,9수03-08,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-08:부피,부피,중1-3,도형과 측정,9수03-08,covered_by_label,m1_geo_volume,부피,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-08:사각형,사각형,중1-3,도형과 측정,9수03-08,covered_by_label,m1_geo_quadrilateral,사각형,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-08:삼각형,삼각형,중1-3,도형과 측정,9수03-08,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-09:삼각형,삼각형,중1-3,도형과 측정,9수03-09,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-10:삼각형,삼각형,중1-3,도형과 측정,9수03-10,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-11:닮음,닮음,중1-3,도형과 측정,9수03-11,covered_by_label,m1_geo_similarity,닮음,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-11:도형,도형,중1-3,도형과 측정,9수03-11,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-11:사각형,사각형,중1-3,도형과 측정,9수03-11,covered_by_label,m1_geo_quadrilateral,사각형,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-12:닮음,닮음,중1-3,도형과 측정,9수03-12,covered_by_label,m1_geo_similarity,닮음,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-12:도형,도형,중1-3,도형과 측정,9수03-12,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-12:비,비,중1-3,도형과 측정,9수03-12,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-13:닮음,닮음,중1-3,도형과 측정,9수03-13,covered_by_label,m1_geo_similarity,닮음,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-13:삼각형,삼각형,중1-3,도형과 측정,9수03-13,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-14:길이,길이,중1-3,도형과 측정,9수03-14,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-14:비,비,중1-3,도형과 측정,9수03-14,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-14:피타고라스,피타고라스,중1-3,도형과 측정,9수03-14,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-15:비,비,중1-3,도형과 측정,9수03-15,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-15:삼각비,삼각비,중1-3,도형과 측정,9수03-15,covered_by_label,m1_geo_trig_unit; m1_geo_trigonometric_ratio,삼각비; 삼각비,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-15:피타고라스,피타고라스,중1-3,도형과 측정,9수03-15,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-16:비,비,중1-3,도형과 측정,9수03-16,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-16:삼각비,삼각비,중1-3,도형과 측정,9수03-16,covered_by_label,m1_geo_trig_unit; m1_geo_trigonometric_ratio,삼각비; 삼각비,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-17:비,비,중1-3,도형과 측정,9수03-17,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수03-17:삼각비,삼각비,중1-3,도형과 측정,9수03-17,covered_by_label,m1_geo_trig_unit; m1_geo_trigonometric_ratio,삼각비; 삼각비,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-17:원,원,중1-3,도형과 측정,9수03-17,covered_by_label,m1_geo_circle,원,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-18:원,원,중1-3,도형과 측정,9수03-18,covered_by_label,m1_geo_circle,원,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수03-19:원,원,중1-3,도형과 측정,9수03-19,covered_by_label,m1_geo_circle,원,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 44; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-01:상대도수,상대도수,중1-3,자료와 가능성,9수04-01,covered_by_label,m1_data_relative_frequency,상대도수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-01:자료,자료,중1-3,자료와 가능성,9수04-01,covered_by_label,m1_data_dataset,자료,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-01:표,표,중1-3,자료와 가능성,9수04-01,covered_by_label,m1_repr_table,표,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-02:자료,자료,중1-3,자료와 가능성,9수04-02,covered_by_label,m1_data_dataset,자료,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-02:표,표,중1-3,자료와 가능성,9수04-02,covered_by_label,m1_repr_table,표,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-03:그래프,그래프,중1-3,자료와 가능성,9수04-03,covered_by_label,m1_graph_graph,그래프,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-03:상대도수,상대도수,중1-3,자료와 가능성,9수04-03,covered_by_label,m1_data_relative_frequency,상대도수,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-03:표,표,중1-3,자료와 가능성,9수04-03,covered_by_label,m1_repr_table,표,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-04:자료,자료,중1-3,자료와 가능성,9수04-04,covered_by_label,m1_data_dataset,자료,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-04:확률,확률,중1-3,자료와 가능성,9수04-04,covered_by_label,m1_data_probability,확률,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-06:확률,확률,중1-3,자료와 가능성,9수04-06,covered_by_label,m1_data_probability,확률,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 46; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-07:산점도,산점도,중1-3,자료와 가능성,9수04-07,covered_by_label,m1_data_scatter_plot,산점도,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-07:상자그림,상자그림,중1-3,자료와 가능성,9수04-07,covered_by_label,m1_data_box_plot,상자그림,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-07:자료,자료,중1-3,자료와 가능성,9수04-07,covered_by_label,m1_data_dataset,자료,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-07:표,표,중1-3,자료와 가능성,9수04-07,covered_by_label,m1_repr_table,표,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-08:비,비,중1-3,자료와 가능성,9수04-08,needs_review,,,review_against_official_sources,low,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",No normalized label or alias match in concepts.json.
achievement_concept_tag,achievement:9수04-08:상자그림,상자그림,중1-3,자료와 가능성,9수04-08,covered_by_label,m1_data_box_plot,상자그림,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-08:자료,자료,중1-3,자료와 가능성,9수04-08,covered_by_label,m1_data_dataset,자료,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-09:산점도,산점도,중1-3,자료와 가능성,9수04-09,covered_by_label,m1_data_scatter_plot,산점도,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
achievement_concept_tag,achievement:9수04-09:자료,자료,중1-3,자료와 가능성,9수04-09,covered_by_label,m1_data_dataset,자료,no_action_existing_concept,medium,"Legacy hierarchy is a supporting, non-authoritative candidate source; confirm with official curriculum or textbook evidence before merging. Legacy source detail: pdf: 02_[별책8] 수학과 교육과정.pdf; page: 47; basis: 2022 개정 수학과 교육과정 공통 교육과정 성취기준",Matched by normalized label.
