concept_id,label_ko,grade,domain,unit,confidence,source_ref_count,source_count,evidence_kind_count,sources,evidence_kinds,has_curriculum_evidence,has_achievement_evidence,has_textbook_evidence,evidence_depth,needs_textbook_evidence
m1_eq_equation_identity_distinction,방정식과 항등식 구별하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; term_list,yes,yes,no,official_dual_source,yes
m1_eq_equal_add_subtract_property,양변에 같은 수를 더하거나 빼기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_eq_equal_multiply_divide_property,양변에 같은 수를 곱하거나 나누기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_eq_apply_equality_properties,등식의 성질을 이용해 방정식 변형하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,6,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes
m1_eq_left_side,좌변,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,1,1,1,curriculum_math_2022,instructional_term_list,yes,no,no,official_single_source,yes
m1_eq_right_side,우변,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,1,1,1,curriculum_math_2022,instructional_term_list,yes,no,no,official_single_source,yes
m1_eq_both_sides,양변,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,1,1,1,curriculum_math_2022,instructional_term_list,yes,no,no,official_single_source,yes
m1_eq_transposition,이항,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,2,1,2,curriculum_math_2022,teaching_note; term_list,yes,no,no,official_single_source,yes
m1_eq_linear_equation,일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; term_list,yes,yes,no,official_dual_source,yes
m1_eq_solving_linear_equation,일차방정식 풀기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_eq_collect_unknown_terms,미지수항 모으기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_eq_collect_constant_terms,상수항 모으기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_eq_multiple_solving_methods,방정식의 여러 풀이 방법,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_eq_modeling_linear_equation,일차방정식 세우기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes
m1_eq_choose_unknown_from_context,문제 상황에서 미지수 정하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_eq_linear_equation_problem_solving,일차방정식 활용 문제 해결,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,4,3,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_eq_solution_check,해의 확인,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,high,5,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_eq_interpret_solution_context,해를 문제 상황에 맞게 해석하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_expression_equation,식과 방정식 혼동,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_transposition_sign,이항할 때 부호를 잘못 바꾸는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_mis_solution_check,구한 해의 상황 적합성 확인 누락,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_unit,식의 계산,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,1,1,curriculum_math_2022,achievement_standard,yes,no,no,official_single_source,yes
m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_calc_base,밑,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_calc_exponent,지수,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_calc_exponent_laws,지수법칙,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_exponent_law_same_base_condition,지수법칙 적용 조건: 밑이 같음,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_same_base_power_multiplication,같은 밑의 거듭제곱의 곱셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_same_base_power_division,같은 밑의 거듭제곱의 나눗셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_power_of_power,거듭제곱의 거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_simplify_expression,식을 간단히 하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_add_sub,다항식의 덧셈과 뺄셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_add_sub_principle,다항식의 덧셈과 뺄셈 원리,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_term_structure_check,다항식의 항·계수·차수 확인하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_calc_collect_like_terms_polynomial,다항식에서 동류항 모으기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_parentheses_removal,다항식의 괄호 풀기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_subtraction_sign_distribution,다항식의 뺄셈에서 부호 바꾸기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_calc_monomial_mul_div,단항식의 곱셈과 나눗셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_apply_exponent_laws_to_monomials,지수법칙을 단항식 계산에 적용하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_monomial_coefficient_calculation,단항식 계산에서 계수끼리 계산하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_calc_monomial_literal_part_calculation,단항식 계산에서 문자 부분 계산하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_calc_monomial_polynomial_mul_div,단항식과 다항식의 곱셈과 나눗셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_monomial_times_polynomial_distribution,단항식을 다항식에 분배하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_divided_by_monomial_termwise,다항식의 각 항을 단항식으로 나누기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_polynomial_division_quotient_scope_check,몫이 다항식인지 확인하기,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_calc_expansion,전개,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list; term_list,yes,yes,no,official_dual_source,yes
m1_calc_arithmetic_to_polynomial_extension,수의 사칙연산에서 다항식 계산으로의 확장,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,medium,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes
m1_mis_exponent_base,밑이 다른 거듭제곱에 지수법칙을 잘못 적용하는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_polynomial_like_terms,다항식에서 동류항 처리를 누락하는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_polynomial_division_scope,다항식을 단항식으로 나누는 범위 혼동,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_polynomial_subtraction_sign,다항식 뺄셈에서 괄호 앞 음수를 분배하지 않는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,low,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_unit,일차부등식,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,2,1,1,curriculum_math_2022,achievement_standard,yes,no,no,official_single_source,yes
m1_ineq_inequality,부등식,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_ineq_solution,부등식의 해,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_inequality_sign,부등호,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_inequality_sign_direction,부등호의 방향,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_solution_range,부등식 해의 범위,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_number_line_solution_representation,부등식 해의 수직선 표현,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_boundary_value,부등식 해의 경계값,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_endpoint_inclusion_representation,부등식 해의 끝점 포함 표시,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_properties,부등식의 성질,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_add_sub_same_number_property,부등식 양변에 같은 수 더하기·빼기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_multiply_divide_positive_property,부등식 양변에 양수를 곱하거나 나누기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_multiply_divide_negative_reverses_sign,부등식 양변에 음수를 곱하거나 나눌 때 부등호 방향 바꾸기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_compare_equality_properties,등식의 성질과 부등식의 성질 비교,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_linear_inequality,일차부등식,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes
m1_ineq_solving_linear_inequality,일차부등식 풀기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_equivalent_transformation,부등식의 동치 변형,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_isolate_unknown,미지수를 한쪽으로 모으기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_write_solution_range,일차부등식의 해를 범위로 나타내기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_modeling_linear_inequality,일차부등식 세우기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_choose_unknown_from_context,문제 상황에서 미지수 정하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_translate_condition,문제 조건을 부등식으로 옮기기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_interpret_solution_context,부등식의 해를 문제 상황에 맞게 해석하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_solution_check,부등식 해의 확인,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,3,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_ineq_judge_solution,부등식의 해인지 판단하기,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_ineq_linear_inequality_problem_solving,일차부등식 활용 문제 해결,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes
m1_mis_ineq_solution_single_value,부등식의 해를 한 값으로만 이해하는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_ineq_negative,음수를 곱하거나 나눌 때 부등호 방향을 바꾸지 않는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_ineq_endpoint_inclusion,부등식 해의 끝점 포함 여부를 잘못 표시하는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_ineq_sign_reversal_overgeneralization,부등호 방향을 항상 바꾸는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_unit,연립일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_two_variable_linear_equation,미지수가 2개인 일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_simultaneous_equations,연립방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes
m1_system_simultaneous_linear_equations,연립일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_solution,연립일차방정식의 해,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_common_solution_condition,공통 해 조건,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_solution_ordered_pair,해의 순서쌍 표현,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_solution_check,연립일차방정식 해의 확인,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_solving,연립일차방정식 풀기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_elimination,소거,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_addition_subtraction_method,가감법,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_elimination_coefficient_matching,소거할 미지수의 계수 맞추기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_add_or_subtract_equations,두 방정식 더하거나 빼기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_back_substitution,한 미지수 값을 대입해 다른 미지수 구하기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_substitution_method,대입법,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_substitution_isolate_variable,한 미지수를 다른 미지수의 식으로 나타내기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_substitution_into_other_equation,다른 방정식에 식 전체 대입하기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_system_modeling,연립일차방정식 세우기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_modeling_variable_assignment,두 미지수 정하기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_modeling_two_conditions,두 조건을 두 방정식으로 나타내기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_problem_solving,연립일차방정식 활용 문제 해결,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_process_explanation,연립일차방정식 풀이 과정 설명하기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_system_solution_context_interpretation,해를 문제 상황에 맞게 해석하기,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_system_one_equation_only,연립방정식의 해를 한 방정식만 만족해도 된다고 보는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_mis_system_elimination_sign,가감법에서 부호와 계수 처리를 잘못하는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_mis_system_substitution,대입법에서 식 전체를 대입하지 않는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; instructional_term_list,yes,yes,no,official_dual_source,yes
m1_mis_system_ordered_pair_swap,해의 순서쌍에서 두 미지수 값을 바꾸는 오류,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes
m1_func_unit,일차함수와 그 그래프,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,high,3,1,1,curriculum_math_2022,achievement_standard,yes,no,no,official_single_source,yes
m1_func_function,함수,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,high,4,2,4,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note; term_list,yes,yes,no,official_dual_source,yes
m1_func_two_quantity_relation,두 양 사이의 관계,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
m1_func_correspondence,대응 관계,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; teaching_note,yes,yes,no,official_dual_source,yes
