concept_id,label_ko,grade,domain,unit,concept_type,confidence,source_ref_count,current_sources,match_count,matched_terms,matched_pages,first_matched_page,candidate_status,recommended_action,notes
m1_prop_direct_proportion,정비례,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,core_concept,high,3,achievement_math_2022; curriculum_math_2022,49,정비례; 정비례 관계,57; 58; 59; 215; 232; 233; 234; 245,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_line,직선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,2,achievement_math_2022; curriculum_math_2022,47,직선,77; 78; 130; 138; 139; 212; 215; 221; 231; 235; 236; 237; 238; 254; 257,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_factor_factor,인수,중3(교육과정 학년군: 중1-3),변화와 관계,다항식의 곱셈과 인수분해,term,high,3,achievement_math_2022; curriculum_math_2022,46,인수,26; 54; 57; 58; 59; 107; 121; 211; 219; 230; 231; 232; 233; 234; 235,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_statistical_inquiry_problem,통계적 탐구 문제,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,core_concept,high,3,achievement_math_2022; curriculum_math_2022,45,탐구 문제; 통계적 탐구 문제,45; 61; 62; 77; 79; 135; 140; 177; 183; 184; 190; 205; 228; 239; 240; 241,45,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_integer_rational_unit,정수와 유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,core_concept,high,9,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,43,정수와 유리수,27; 45; 211; 212; 230; 231; 232,27,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_domain,자료와 가능성,중학교(교육과정 학년군: 중1-3),자료와 가능성,자료와 가능성,core_concept,high,9,curriculum_math_2022,43,자료와 가능성,9; 12; 23; 26; 45; 46; 76; 77; 78; 106; 110; 135; 140; 177; 183; 190; 198; 205; 208; 227; 239; 260; 266,9,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_slope,기울기,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,term,high,3,achievement_math_2022; curriculum_math_2022,42,기울기,58; 59; 87; 88; 89; 90; 205; 218; 234; 235; 252; 255; 257; 258,58,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_parallel_lines,평행선,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,2,achievement_math_2022; curriculum_math_2022,40,평행선,62; 78; 79; 80; 221; 224; 235; 236; 237; 238; 242; 272,62,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_correspondence,대응 관계,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,sub_concept,high,2,achievement_math_2022; curriculum_math_2022,40,대응; 대응 관계,5; 12; 22; 24; 54; 75; 76; 84; 171; 173; 180; 181,5,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_surface_area,겉넓이,중1(교육과정 학년군: 중1-3),도형과 측정,입체도형의 성질,procedure,high,2,achievement_math_2022; curriculum_math_2022,39,겉넓이,77; 79; 176; 181; 182; 222; 235; 236; 237; 238; 242; 263,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_right_triangle,직각삼각형,중2(교육과정 학년군: 중1-3),도형과 측정,피타고라스 정리,core_concept,high,3,achievement_math_2022; curriculum_math_2022,39,직각삼각형,131; 225; 235; 236; 237; 238; 247; 249; 265; 269; 270,131,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_quad_func_quadratic_function,이차함수,중3(교육과정 학년군: 중1-3),변화와 관계,이차함수와 그 그래프,core_concept,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,38,이차함수,54; 57; 58; 59; 220; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_eq_equality_properties,등식의 성질,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,property,high,2,achievement_math_2022; curriculum_math_2022,38,등식의 성질,54; 55; 56; 57; 58; 59; 214; 217; 232; 233; 234,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_box_plot,상자그림,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,representation,high,4,achievement_math_2022; curriculum_math_2022,38,상자그림,13; 23; 77; 79; 229; 239; 240; 241,13,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_factor_factorization,인수분해,중3(교육과정 학년군: 중1-3),변화와 관계,다항식의 곱셈과 인수분해,procedure,high,4,achievement_math_2022; curriculum_math_2022,37,다항식의 인수분해; 인수분해,54; 57; 58; 59; 211; 219; 230; 231; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_system_simultaneous_linear_equations,연립일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,core_concept,high,3,achievement_math_2022; curriculum_math_2022,37,미지수가 2개인 연립일차방정식; 연립일차방정식,54; 57; 58; 59; 217; 219; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_deviation,편차,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,term,high,3,achievement_math_2022; curriculum_math_2022,37,편차,79; 91; 229; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_literal_expression,문자를 사용한 식,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,representation,high,2,achievement_math_2022; curriculum_math_2022,34,문자를 사용한 식; 문자식; 문자와 식,54; 55; 56; 57; 58; 59; 214; 232; 233; 234; 235; 272,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_negative_number,음수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,term,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,34,음수,27; 51; 167; 211; 212; 230; 231; 232,27,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_relative_frequency,상대도수,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,term,high,4,achievement_math_2022; curriculum_math_2022,33,상대도수,77; 79; 227; 228; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,core_concept,high,3,achievement_math_2022; curriculum_math_2022,32,제곱근,26; 213; 230; 231; 232,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_circumcenter,외심,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,core_concept,high,3,achievement_math_2022; curriculum_math_2022,31,외심,62; 78; 79; 80; 223; 235; 236; 237; 238; 242; 269; 270; 271; 272,62,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_repeating_decimal,순환소수,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,term,high,3,achievement_math_2022; curriculum_math_2022,31,순환소수,26; 212; 230; 231; 232,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_monomial,단항식,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,sub_concept,high,1,curriculum_math_2022,30,단항식,57; 58; 59; 216; 232; 233; 234,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_proof,증명,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,procedure,high,3,achievement_math_2022; curriculum_math_2022,28,증명,13; 77; 79; 80; 223; 226; 235; 236; 237,13,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_system_unit,연립일차방정식,중1(교육과정 학년군: 중1-3),변화와 관계,연립일차방정식,core_concept,high,2,achievement_math_2022; curriculum_math_2022,28,연립일차방정식,54; 57; 58; 59; 217; 219; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_prime_factor,소인수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,term,high,3,achievement_math_2022; curriculum_math_2022,27,소인수,26; 211; 230; 231,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_representative_unit,대푯값,중1(교육과정 학년군: 중1-3),자료와 가능성,대푯값,core_concept,high,3,achievement_math_2022; curriculum_math_2022,27,대푯값,77; 79; 227; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_representative_value,대푯값,중1(교육과정 학년군: 중1-3),자료와 가능성,대푯값,core_concept,high,4,achievement_math_2022; curriculum_math_2022,27,대푯값,77; 79; 227; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_variance,분산,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,term,high,3,achievement_math_2022; curriculum_math_2022,27,분산,79; 229; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_standard_deviation,표준편차,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,term,high,3,achievement_math_2022; curriculum_math_2022,27,표준편차,79; 91; 229; 239; 240; 241,79,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_scatter_plot,산점도,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,representation,high,3,achievement_math_2022; curriculum_math_2022,27,산점도,77; 79; 229; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,core_concept,high,5,achievement_math_2022; curriculum_math_2022,26,실수,5; 12; 26; 48; 213; 230; 231; 232,5,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_graph_properties,일차함수의 그래프의 성질,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,property,high,2,achievement_math_2022; curriculum_math_2022,25,그래프의 성질; 일차함수의 그래프의 성질,54; 57; 58; 218; 232; 233,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_position_relation,"점, 직선, 평면의 위치 관계",중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,core_concept,high,2,achievement_math_2022; curriculum_math_2022,24,"위치 관계; 점, 직선, 평면의 위치 관계",77; 78; 221; 235; 236; 237; 238,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_sector,부채꼴,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,core_concept,high,3,achievement_math_2022; curriculum_math_2022,24,부채꼴,78; 222; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_radical_sign,근호,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,term,high,3,achievement_math_2022; curriculum_math_2022,24,근호,26; 98; 213; 230; 231; 232,26,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_centroid,무게중심,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,core_concept,high,3,achievement_math_2022; curriculum_math_2022,23,무게중심,62; 224; 235; 236; 237; 242; 272; 273; 274,62,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_isosceles_triangle,이등변삼각형,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,core_concept,high,2,achievement_math_2022; curriculum_math_2022,23,이등변삼각형,78; 79; 80; 131; 223; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_linear_formula,일차함수의 식,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,representation,high,2,achievement_math_2022; curriculum_math_2022,23,일차함수의 식; 함수식,59; 88; 89; 90; 219; 235; 253; 254; 255; 256; 257; 258; 259,59,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_eq_unknown,미지수,중1(교육과정 학년군: 중1-3),변화와 관계,일차방정식,term,high,2,achievement_math_2022; curriculum_math_2022,22,미지수,54; 57; 58; 59; 217; 219; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_frequency_table,도수분포표,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,representation,high,3,achievement_math_2022; curriculum_math_2022,22,도수분포표,77; 79; 227; 228; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_circumcircle,외접원,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,21,외접; 외접원,62; 242; 269; 270; 271,62,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_linear_expression,일차식,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,core_concept,high,3,achievement_math_2022; curriculum_math_2022,21,일차식,55; 56; 57; 58; 214; 232; 233; 234,55,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_incenter,내심,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,core_concept,high,3,achievement_math_2022; curriculum_math_2022,20,내심,78; 79; 80; 223; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,core_concept,high,4,achievement_math_2022; curriculum_math_2022,20,무리수,27; 213; 230; 231; 232,27,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_intersection_point,교점,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,19,교점,57; 58; 219; 232; 233; 234; 254,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_parallel_segment_ratio,평행선 사이의 선분의 길이의 비,중2(교육과정 학년군: 중1-3),도형과 측정,도형의 닮음,property,high,2,achievement_math_2022; curriculum_math_2022,19,평행선 사이의 선분의 길이의 비,78; 79; 80; 224; 235; 236; 237; 238; 272,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_isosceles_properties,이등변삼각형의 성질,중2(교육과정 학년군: 중1-3),도형과 측정,삼각형과 사각형의 성질,property,high,3,achievement_math_2022; curriculum_math_2022,19,이등변삼각형의 성질,78; 79; 80; 223; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_value,식의 값,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,term,high,3,achievement_math_2022; curriculum_math_2022,19,식의 값,54; 55; 56; 57; 58; 59; 214; 232; 233; 234,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_calc_polynomial_add_sub,다항식의 덧셈과 뺄셈,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,procedure,high,2,achievement_math_2022; curriculum_math_2022,19,다항식의 덧셈과 뺄셈,57; 58; 59; 216; 232; 233; 234,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_quad_eq_unit,이차방정식,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,core_concept,high,3,achievement_math_2022; curriculum_math_2022,19,이차방정식,54; 57; 58; 59; 220; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_quad_eq_quadratic_equation,이차방정식,중3(교육과정 학년군: 중1-3),변화와 관계,이차방정식,core_concept,high,3,achievement_math_2022; curriculum_math_2022,19,이차방정식,54; 57; 58; 59; 220; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_prime_factor_unit,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,core_concept,high,5,achievement_math_2022; curriculum_math_2022,19,소인수분해,211; 230; 231,211,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_prime_factorization,소인수분해,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,procedure,high,3,achievement_math_2022; curriculum_math_2022,19,소인수분해,211; 230; 231,211,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_median,중앙값,중1(교육과정 학년군: 중1-3),자료와 가능성,대푯값,term,high,3,achievement_math_2022; curriculum_math_2022,19,중앙값,13; 79; 227; 239; 240; 241,13,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_expr_add_sub_linear_expression,일차식의 덧셈과 뺄셈,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,procedure,high,2,achievement_math_2022; curriculum_math_2022,18,일차식의 덧셈과 뺄셈,55; 56; 57; 58; 214; 232; 233; 234,55,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_positive_number,양수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,term,high,4,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,18,양수,211; 212; 217; 230; 231; 244,211,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_mode,최빈값,중1(교육과정 학년군: 중1-3),자료와 가능성,대푯값,term,high,3,achievement_math_2022; curriculum_math_2022,18,최빈값,13; 79; 227; 239; 240; 241,13,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_correlation,상관관계,중3(교육과정 학년군: 중1-3),자료와 가능성,상자그림과 산점도,core_concept,high,3,achievement_math_2022; curriculum_math_2022,18,상관관계,77; 79; 229; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_similarity_ratio,닮음비,중2(교육과정 학년군: 중1-3),도형과 측정,도형의 닮음,term,high,3,achievement_math_2022; curriculum_math_2022,17,닮음비,77; 78; 79; 80; 224; 235; 236; 237; 238; 263,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_inscribed_angle,원주각,중3(교육과정 학년군: 중1-3),도형과 측정,원의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,17,원주각,78; 79; 226; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_tangent_line,접선,중3(교육과정 학년군: 중1-3),도형과 측정,원의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,17,접선,78; 79; 226; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_factor_polynomial_multiplication,다항식의 곱셈,중3(교육과정 학년군: 중1-3),변화와 관계,다항식의 곱셈과 인수분해,procedure,high,3,achievement_math_2022; curriculum_math_2022,17,다항식의 곱셈; 두 다항식의 곱,54; 57; 58; 59; 219; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_ineq_unit,일차부등식,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,core_concept,high,2,curriculum_math_2022,17,일차부등식,54; 57; 58; 59; 217; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_ineq_linear_inequality,일차부등식,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,core_concept,high,3,achievement_math_2022; curriculum_math_2022,17,일차부등식,54; 57; 58; 59; 217; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_two_linear_graphs,두 일차함수의 그래프,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 일차방정식의 관계,representation,high,2,achievement_math_2022; curriculum_math_2022,17,두 일차함수의 그래프,57; 58; 219; 232; 233; 234,57,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_probability_basic_properties,확률의 기본 성질,중2(교육과정 학년군: 중1-3),자료와 가능성,경우의 수와 확률,property,high,2,achievement_math_2022; curriculum_math_2022,17,확률의 기본 성질,77; 79; 80; 228; 239; 240; 241; 260,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_statistical_inquiry_unit,통계적 탐구,중1(교육과정 학년군: 중1-3),자료와 가능성,도수분포표와 상대도수,core_concept,high,3,achievement_math_2022; curriculum_math_2022,17,통계 프로젝트; 통계적 문제해결; 통계적 탐구,45; 77; 79; 140; 183; 228; 239; 240; 241,45,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_perpendicular,직교,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,16,수직,130; 138; 139; 212; 215; 231,130,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_tangent_ratio,탄젠트,중3(교육과정 학년군: 중1-3),도형과 측정,삼각비,term,high,3,achievement_math_2022; curriculum_math_2022,16,tan,249; 250,249,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_circle_chord_property,원의 현에 관한 성질,중3(교육과정 학년군: 중1-3),도형과 측정,원의 성질,property,high,2,achievement_math_2022; curriculum_math_2022,16,원의 현에 관한 성질,78; 79; 226; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_ineq_properties,부등식의 성질,중1(교육과정 학년군: 중1-3),변화와 관계,일차부등식,property,high,3,achievement_math_2022; curriculum_math_2022,16,부등식의 성질,54; 57; 58; 59; 217; 232; 233; 234,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_func_value,함숫값,중1(교육과정 학년군: 중1-3),변화와 관계,일차함수와 그 그래프,term,high,3,achievement_math_2022; curriculum_math_2022,16,함숫값,54; 62; 218; 243; 245,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_lcm,최소공배수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,sub_concept,high,3,achievement_math_2022; curriculum_math_2022,16,최소공배수,13; 26; 169; 211; 230; 231,13,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_interior_angle,내각,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,term,high,3,achievement_math_2022; curriculum_math_2022,15,내각,78; 135; 222; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_factor_unit,다항식의 곱셈과 인수분해,중3(교육과정 학년군: 중1-3),변화와 관계,다항식의 곱셈과 인수분해,core_concept,high,3,achievement_math_2022; curriculum_math_2022,15,다항식의 곱셈과 인수분해,54; 57; 58; 59; 219; 232; 233; 234; 235,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_coord_ordered_pair,순서쌍,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,term,high,3,achievement_math_2022; curriculum_math_2022,15,순서쌍,54; 57; 58; 215; 232; 233; 234; 254,54,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_repr_expression,식,중1(교육과정 학년군: 중1-3),변화와 관계,좌표평면과 그래프,representation,high,5,achievement_math_2022; curriculum_math_2022,15,관계식; 문자식; 수식,82; 88; 89; 244; 252; 255; 259; 272,82,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_num_gcd,최대공약수,중1(교육과정 학년군: 중1-3),수와 연산,소인수분해,sub_concept,high,3,achievement_math_2022; curriculum_math_2022,15,최대공약수,13; 26; 169; 211; 230; 231,13,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_variability_unit,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,core_concept,high,2,achievement_math_2022; curriculum_math_2022,15,산포도,77; 79; 229; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_data_variability,산포도,중3(교육과정 학년군: 중1-3),자료와 가능성,산포도,core_concept,high,3,achievement_math_2022; curriculum_math_2022,15,산포도,77; 79; 229; 239; 240; 241,77,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
m1_geo_alternate_interior_angles,엇각,중1(교육과정 학년군: 중1-3),도형과 측정,기본 도형,term,high,3,achievement_math_2022; curriculum_math_2022,14,엇각,78; 221; 235; 236; 237; 238,78,research_report_signal,use_as_supplemental_trace_only,"Research-report occurrence is a candidate signal, not an automatic source_ref upgrade."
