edge_id,source_id,source_label_ko,source_grade,source_domain,source_unit,target_id,target_label_ko,target_grade,target_domain,target_unit,relationship_type,edge_scope,confidence,source_ref_count,source_count,evidence_kind_count,sources,evidence_kinds,has_curriculum_evidence,has_achievement_evidence,has_textbook_evidence,evidence_depth,needs_textbook_evidence,notes
m1_num_square_root_real_unit__contains__m1_num_radical_operations,m1_num_square_root_real_unit,제곱근과 실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_square_root_real_unit__contains__m1_num_square_number,m1_num_square_root_real_unit,제곱근과 실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_number,제곱수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,medium,1,1,1,achievement_research_report_2022,research_report_achievement_level_context,no,no,no,official_single_source,yes,
m1_num_square_root_real_unit__contains__m1_num_find_square_root,m1_num_square_root_real_unit,제곱근과 실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_find_square_root,제곱근 구하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_square_root_real_unit__contains__m1_num_represent_square_root_radical,m1_num_square_root_real_unit,제곱근과 실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_represent_square_root_radical,제곱근을 근호로 나타내기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_expression__contains__m1_num_radicand,m1_num_radical_expression,근호를 포함한 식,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radicand,근호 안의 수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,medium,2,2,2,achievement_math_2022; achievement_research_report_2022,achievement_level; research_report_achievement_level_context,no,yes,no,official_single_source,yes,
m1_num_radical_operations__contains__m1_num_simplify_radical_expression,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_simplify_radical_expression,근호를 포함한 식 간단히 하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_operations__contains__m1_num_radical_mul_div,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_mul_div,제곱근의 곱셈과 나눗셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_operations__contains__m1_num_radical_add_sub_same_radicand,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_add_sub_same_radicand,근호 안의 수가 같은 제곱근의 덧셈과 뺄셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_calc_power__prerequisite_for__m1_num_square_root,m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,prerequisite_for,cross_grade_cross_domain,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_calc_power__used_in__m1_num_square_number,m1_calc_power,거듭제곱,중1(교육과정 학년군: 중1-3),변화와 관계,식의 계산,m1_num_square_number,제곱수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,cross_grade_cross_domain,medium,1,1,1,achievement_research_report_2022,research_report_achievement_level_context,no,no,no,official_single_source,yes,
m1_num_square_number__related_to__m1_num_square_root,m1_num_square_number,제곱수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,related_to,same_unit,medium,1,1,1,achievement_research_report_2022,research_report_achievement_level_context,no,no,no,official_single_source,yes,
m1_num_square_root__used_in__m1_num_find_square_root,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_find_square_root,제곱근 구하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_square_number__used_in__m1_num_find_square_root,m1_num_square_number,제곱수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_find_square_root,제곱근 구하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,1,1,1,achievement_research_report_2022,research_report_achievement_level_context,no,no,no,official_single_source,yes,
m1_num_square_root__used_in__m1_num_square_root_property,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_root_property,제곱근의 성질,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_square_root_property__used_in__m1_num_find_square_root,m1_num_square_root_property,제곱근의 성질,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_find_square_root,제곱근 구하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_square_root__represented_by__m1_num_radical_sign,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_sign,근호,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,represented_by,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes,
m1_num_square_root__used_in__m1_num_represent_square_root_radical,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_represent_square_root_radical,제곱근을 근호로 나타내기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_sign__used_in__m1_num_represent_square_root_radical,m1_num_radical_sign,근호,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_represent_square_root_radical,제곱근을 근호로 나타내기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_expression__used_in__m1_num_represent_square_root_radical,m1_num_radical_expression,근호를 포함한 식,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_represent_square_root_radical,제곱근을 근호로 나타내기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_sign__used_in__m1_num_radical_expression,m1_num_radical_sign,근호,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_expression,근호를 포함한 식,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_square_root_property__used_in__m1_num_compare_square_roots,m1_num_square_root_property,제곱근의 성질,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_compare_square_roots,제곱근의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_compare_square_roots__used_in__m1_num_real_order,m1_num_compare_square_roots,제곱근의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_real_order,실수의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_irrational_number__represented_by__m1_num_unit_square_diagonal,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_unit_square_diagonal,한 변의 길이가 1인 정사각형의 대각선,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,represented_by,same_unit,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes,
m1_num_square_root__used_in__m1_num_unit_square_diagonal,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_unit_square_diagonal,한 변의 길이가 1인 정사각형의 대각선,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes,
m1_geo_diagonal__used_in__m1_num_unit_square_diagonal,m1_geo_diagonal,대각선,중1(교육과정 학년군: 중1-3),도형과 측정,평면도형의 성질,m1_num_unit_square_diagonal,한 변의 길이가 1인 정사각형의 대각선,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,cross_grade_cross_domain,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; research_report_achievement_level_context; teaching_note,yes,yes,no,official_dual_source,yes,The unit-square diagonal is a cross-domain geometric representation used to introduce irrational numbers.
m1_num_rational_number__contrasts_with__m1_num_irrational_number,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contrasts_with,cross_grade_same_domain,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_irrational_number__contrasts_with__m1_num_rational_number,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contrasts_with,cross_grade_same_domain,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_repeating_decimal__contrasts_with__m1_num_irrational_number,m1_num_repeating_decimal,순환소수,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contrasts_with,cross_grade_same_domain,medium,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_irrational_number__contrasts_with__m1_num_repeating_decimal,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_repeating_decimal,순환소수,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,contrasts_with,cross_grade_same_domain,medium,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_real_number__contains__m1_num_rational_number,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,contains,cross_grade_same_domain,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_real_number__contains__m1_num_irrational_number,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_real_number__contains__m1_num_real_number_system,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_real_number_system,실수의 수 체계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_real_number__represented_by__m1_num_real_number_system,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_real_number_system,실수의 수 체계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,represented_by,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_real_number__used_in__m1_num_rational_irrational_classification,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rational_irrational_classification,유리수와 무리수의 구분,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_real_number_system__used_in__m1_num_rational_irrational_classification,m1_num_real_number_system,실수의 수 체계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rational_irrational_classification,유리수와 무리수의 구분,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_rational_number__used_in__m1_num_rational_irrational_classification,m1_num_rational_number,유리수,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_rational_irrational_classification,유리수와 무리수의 구분,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,cross_grade_same_domain,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_irrational_number__used_in__m1_num_rational_irrational_classification,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rational_irrational_classification,유리수와 무리수의 구분,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_rational_repeating_relation__used_in__m1_num_rational_irrational_classification,m1_num_rational_repeating_relation,유리수와 순환소수의 관계,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,m1_num_rational_irrational_classification,유리수와 무리수의 구분,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,cross_grade_same_domain,medium,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_real_number__used_in__m1_num_real_order,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_real_order,실수의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_number_line__used_in__m1_num_real_order,m1_num_number_line,수직선,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,m1_num_real_order,실수의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,cross_grade_same_domain,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_real_number__represented_by__m1_num_number_line,m1_num_real_number,실수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_number_line,수직선,중1(교육과정 학년군: 중1-3),수와 연산,정수와 유리수,represented_by,cross_grade_same_domain,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_radical_expression__used_in__m1_num_radical_operations,m1_num_radical_expression,근호를 포함한 식,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_radical_expression__used_in__m1_num_rationalize_denominator,m1_num_radical_expression,근호를 포함한 식,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rationalize_denominator,분모의 유리화,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,분모의 유리화는 근호를 포함한 식을 다루는 절차로 연결된다.
m1_num_square_root_property__used_in__m1_num_radical_operations,m1_num_square_root_property,제곱근의 성질,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_num_square_root_property__used_in__m1_num_simplify_radical_expression,m1_num_square_root_property,제곱근의 성질,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_simplify_radical_expression,근호를 포함한 식 간단히 하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_simplify_radical_expression__used_in__m1_num_radical_operations,m1_num_simplify_radical_expression,근호를 포함한 식 간단히 하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_mul_div__used_in__m1_num_simplify_radical_expression,m1_num_radical_mul_div,제곱근의 곱셈과 나눗셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_simplify_radical_expression,근호를 포함한 식 간단히 하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_square_root_property__used_in__m1_num_radical_mul_div,m1_num_square_root_property,제곱근의 성질,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_mul_div,제곱근의 곱셈과 나눗셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_mul_div__used_in__m1_num_radical_operations,m1_num_radical_mul_div,제곱근의 곱셈과 나눗셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radicand__used_in__m1_num_radical_add_sub_same_radicand,m1_num_radicand,근호 안의 수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_add_sub_same_radicand,근호 안의 수가 같은 제곱근의 덧셈과 뺄셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_add_sub_same_radicand__used_in__m1_num_radical_operations,m1_num_radical_add_sub_same_radicand,근호 안의 수가 같은 제곱근의 덧셈과 뺄셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,high,3,3,3,achievement_math_2022; achievement_research_report_2022; curriculum_math_2022,achievement_level; achievement_standard; research_report_achievement_level_context,yes,yes,no,official_dual_source,yes,
m1_num_radical_operations__contains__m1_num_rationalize_denominator,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rationalize_denominator,분모의 유리화,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,contains,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; term_list,yes,yes,no,official_dual_source,yes,
m1_num_radical_operations__used_in__m1_num_rationalize_denominator,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_rationalize_denominator,분모의 유리화,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; term_list,yes,yes,no,official_dual_source,yes,
m1_num_square_root__used_in__m1_num_square_root_calculator,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_root_calculator,계산기로 제곱근 값 구하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,1,1,1,curriculum_math_2022,teaching_note,yes,no,no,official_single_source,yes,
m1_num_square_root_calculator__used_in__m1_num_compare_square_roots,m1_num_square_root_calculator,계산기로 제곱근 값 구하기,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_compare_square_roots,제곱근의 대소 관계,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,used_in,same_unit,medium,3,2,3,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard; teaching_note,yes,yes,no,official_dual_source,yes,Approximate values found with a calculator can support comparing square roots.
m1_mis_radical_principal_root__often_confused_with__m1_num_radical_sign,m1_mis_radical_principal_root,근호가 나타내는 제곱근의 부호를 혼동하는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_sign,근호,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,often_confused_with,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_mis_radical_principal_root__often_confused_with__m1_num_square_root,m1_mis_radical_principal_root,근호가 나타내는 제곱근의 부호를 혼동하는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_square_root,제곱근,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,often_confused_with,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_mis_irrational_decimal__often_confused_with__m1_num_infinite_decimal,m1_mis_irrational_decimal,무한소수와 무리수를 같은 말로 보는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_infinite_decimal,무한소수,중2(교육과정 학년군: 중1-3),수와 연산,유리수와 순환소수,often_confused_with,cross_grade_same_domain,low,4,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_mis_irrational_decimal__often_confused_with__m1_num_irrational_number,m1_mis_irrational_decimal,무한소수와 무리수를 같은 말로 보는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_irrational_number,무리수,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,often_confused_with,same_unit,low,2,2,2,achievement_math_2022; curriculum_math_2022,achievement_level; achievement_standard,yes,yes,no,official_dual_source,yes,
m1_mis_radical_like_terms__often_confused_with__m1_num_radical_operations,m1_mis_radical_like_terms,근호 안의 수가 다른 제곱근을 동류항처럼 더하는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_operations,근호를 포함한 식의 사칙계산,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,often_confused_with,same_unit,low,1,1,1,achievement_math_2022,achievement_level,no,yes,no,official_single_source,yes,
m1_mis_radical_like_terms__often_confused_with__m1_num_radical_add_sub_same_radicand,m1_mis_radical_like_terms,근호 안의 수가 다른 제곱근을 동류항처럼 더하는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_num_radical_add_sub_same_radicand,근호 안의 수가 같은 제곱근의 덧셈과 뺄셈,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,often_confused_with,same_unit,low,2,2,2,achievement_math_2022; achievement_research_report_2022,achievement_level; research_report_achievement_level_context,no,yes,no,official_single_source,yes,
m1_mis_radical_like_terms__often_confused_with__m1_expr_like_terms,m1_mis_radical_like_terms,근호 안의 수가 다른 제곱근을 동류항처럼 더하는 오류,중3(교육과정 학년군: 중1-3),수와 연산,제곱근과 실수,m1_expr_like_terms,동류항,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,often_confused_with,cross_grade_cross_domain,low,1,1,1,achievement_math_2022,achievement_level,no,yes,no,official_single_source,yes,
m1_expr_unit__contains__m1_expr_letter,m1_expr_unit,문자의 사용과 식,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,m1_expr_letter,문자,중1(교육과정 학년군: 중1-3),변화와 관계,문자의 사용과 식,contains,same_unit,high,2,1,2,curriculum_math_2022,achievement_standard; teaching_note,yes,no,no,official_single_source,yes,
